ID,category,amount,gender,zip,lat,long,city_pop,job,merch_lat,merch_long,is_fraud
8442,gas_transport,84.49,F,29320,34.9572,-81.9916,530,Animal technologist,34.074938,-82.147845,0
8443,home,87.08,M,62571,39.39,-88.9597,1532,Radio broadcast assistant,38.532491,-88.630944,0
8444,grocery_pos,67.41,M,1843,42.6911,-71.1605,76383,Geoscientist,42.822703,-71.463535,0
8445,entertainment,83.06,M,14778,42.2701,-78.6847,1453,Toxicologist,43.14371,-78.119569,0
8446,misc_net,71.79,F,43330,40.813,-83.4196,118,Private music teacher,41.766801,-82.973432,0
8447,food_dining,155.45,F,76857,31.9571,-98.9656,1791,Corporate investment banker,32.769449,-99.885466,0
8448,shopping_net,7.86,F,73564,34.847,-98.9836,551,Amenity horticulturist,34.292966,-98.009539,0
8449,personal_care,25.63,F,20036,38.9087,-77.0414,601723,Prison officer,38.806399,-77.330089,0
8450,gas_transport,39.04,F,99160,48.8878,-118.2105,149,Special educational needs teacher,48.712451,-118.844906,0
8451,health_fitness,105.1,F,15665,40.3359,-79.6607,1472,Public affairs consultant,40.396588,-80.307614,0
8452,shopping_net,22.33,F,15829,41.1762,-79.1976,1274,Maintenance engineer,41.481954,-79.131551,0
8453,personal_care,3.81,M,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,39.741694,-90.480963,0
8454,health_fitness,76.94,F,55080,45.6675,-93.2433,2607,"Lecturer, further education",45.058011,-93.24882,0
8455,home,45.02,F,12222,42.6853,-73.8253,151022,"Designer, textile",42.232498,-73.098828,0
8456,home,83.15,M,45808,40.8314,-83.9758,349,Museum/gallery conservator,40.076773,-84.53146,0
8457,health_fitness,15.58,F,21658,39.0026,-76.1424,3862,Maintenance engineer,39.019109,-76.578498,0
8458,misc_pos,7.34,F,8324,39.224,-74.9942,526,Exercise physiologist,38.677854,-75.459981,0
8459,gas_transport,69.49,M,68723,42.277,-97.1926,566,Metallurgist,41.316825,-96.993303,0
8460,entertainment,44.05,M,68641,41.6964,-96.9858,1063,Research scientist (maths),41.537125,-96.263486,0
8461,kids_pets,110.5,F,95528,40.507,-123.9743,1139,"Therapist, occupational",40.04665,-123.52605,0
8462,health_fitness,26.88,M,78214,29.3641,-98.4924,1595797,Land,29.591658,-98.299839,0
8463,travel,4.17,F,36009,31.571,-86.2743,2566,Exercise physiologist,32.556797,-85.817674,0
8464,grocery_net,60.2,F,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",30.868157,-88.071478,0
8465,food_dining,28.35,F,85173,33.2887,-111.0985,2872,Petroleum engineer,33.622068,-110.576207,0
8466,entertainment,2.3,M,50527,42.9633,-94.7975,223,Estate manager/land agent,43.490354,-95.74448,0
8467,kids_pets,55.7,M,4210,44.0948,-70.239,23045,Tourist information centre manager,44.54022,-70.615972,0
8468,grocery_pos,133.25,F,39769,33.357,-89.0473,1923,Medical physicist,33.800778,-88.536407,0
8469,misc_net,390.64,F,13615,44.0577,-76.0196,1271,"Producer, radio",43.883065,-75.149724,0
8470,health_fitness,60.49,F,5461,44.3346,-73.098,4542,Claims inspector/assessor,43.687048,-72.1402,0
8471,food_dining,106.43,F,97441,43.7857,-124.1437,260,"Engineer, maintenance",43.529635,-124.632857,0
8472,gas_transport,49.72,F,11217,40.6816,-73.9798,2504700,Medical sales representative,40.664642,-74.26022,0
8473,personal_care,78.56,M,54559,46.4959,-90.4383,795,Television/film/video producer,47.211961,-89.675561,0
8474,misc_pos,36.56,M,50073,41.8114,-93.4855,1195,Trading standards officer,41.509204,-94.407649,0
8475,shopping_pos,3.33,F,55080,45.6675,-93.2433,2607,"Lecturer, further education",45.142213,-92.719835,0
8476,entertainment,30.02,F,74130,36.2395,-95.9596,413574,Bookseller,35.55864,-95.400163,0
8477,home,29.87,F,73564,34.847,-98.9836,551,Amenity horticulturist,35.536952,-99.356131,0
8478,gas_transport,60.13,M,13811,42.2281,-76.1625,4354,Further education lecturer,42.482662,-76.928481,0
8479,food_dining,32.79,F,7060,40.6152,-74.415,71485,Leisure centre manager,40.413301,-74.833057,0
8480,grocery_net,46.55,M,15557,39.9373,-79.1865,3684,General practice doctor,40.402322,-79.512059,0
8481,gas_transport,61.53,F,55080,45.6675,-93.2433,2607,"Lecturer, further education",45.464585,-93.484597,0
8482,grocery_pos,97.77,F,3816,43.6849,-71.2551,1368,"Optician, dispensing",43.031073,-70.35561,0
8483,grocery_pos,204.73,F,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",30.066,-96.352381,0
8484,home,109.24,F,50664,42.7012,-92.0762,53,Sports administrator,42.443602,-91.565294,0
8485,shopping_pos,27.19,M,51453,42.2619,-94.5566,695,Administrator,42.38017,-95.031247,0
8486,entertainment,41,F,19007,40.1159,-74.8536,21125,"Administrator, charities/voluntary organisations",40.748681,-75.434504,0
8487,food_dining,2.1,F,92561,33.6401,-116.5567,1661,"Therapist, music",32.786555,-117.457851,0
8488,home,50.49,M,96135,40.0235,-120.7986,128,Education administrator,40.114762,-119.870929,0
8489,kids_pets,120.83,F,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,26.790977,-80.202748,0
8490,grocery_net,62.14,F,53801,42.9207,-91.0685,878,Risk analyst,42.563155,-90.374008,0
8491,kids_pets,12.61,M,12534,42.247,-73.7552,17867,Travel agency manager,41.498614,-73.873079,0
8492,grocery_pos,101.14,M,62970,37.1935,-89.0933,639,Mechanical engineer,36.414634,-89.72706,0
8493,misc_pos,5.78,F,76678,31.6591,-96.8094,263,Barrister,30.908689,-96.184926,0
8494,misc_pos,36.54,M,79063,34.5444,-102.1069,686,Petroleum engineer,33.771562,-102.185052,0
8495,kids_pets,25.01,F,82901,41.606,-109.23,27971,Music therapist,41.266645,-109.357027,0
8496,entertainment,72.86,M,97910,42.8801,-117.281,641,Economist,42.283,-116.514952,0
8497,travel,3.89,F,12419,41.8467,-74.1038,722,Comptroller,41.860351,-75.08863,0
8498,gas_transport,76.23,M,54154,44.8755,-88.1555,5548,Mining engineer,44.496162,-88.840176,0
8499,entertainment,114.33,F,94015,37.6787,-122.478,107941,"Buyer, industrial",37.262619,-122.858793,0
8500,shopping_net,2.09,M,61335,41.173,-89.2187,532,Audiological scientist,40.462522,-89.77535,0
8501,grocery_pos,61.57,M,22311,38.832,-77.12,321490,"Scientist, biomedical",39.003623,-76.855394,0
8502,personal_care,153.11,M,4074,43.5835,-70.3457,18760,Make,43.233219,-71.324289,0
8503,grocery_pos,186.11,F,7060,40.6152,-74.415,71485,Leisure centre manager,40.087168,-74.740779,0
8504,kids_pets,44.02,F,10962,41.0442,-73.9609,5950,Records manager,41.25904,-74.410248,0
8505,grocery_net,24.09,M,40077,38.4921,-85.4524,564,Pensions consultant,38.276022,-85.659567,0
8506,health_fitness,55.81,F,40170,37.9048,-86.524,344,Chartered public finance accountant,37.325136,-86.959314,0
8507,gas_transport,56.53,F,84540,38.9999,-109.615,46,"Surveyor, minerals",39.341684,-109.582488,0
8508,grocery_pos,208.48,F,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",34.261396,-116.796578,0
8509,entertainment,78.56,M,82936,41.0552,-110.1603,49,Research scientist (physical sciences),41.8273,-110.902383,0
8510,kids_pets,133.45,F,79759,31.8599,-102.7413,23,Cytogeneticist,32.253116,-103.222803,0
8511,gas_transport,81.78,F,56546,47.0999,-96.727,346,"Research officer, trade union",47.287257,-96.695783,0
8512,home,81.44,M,31630,31,-82.8555,419,Advertising account executive,31.762549,-83.755746,0
8513,home,21.51,M,95827,38.5662,-121.3286,757530,Magazine features editor,39.310704,-121.431562,0
8514,entertainment,4.3,F,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",31.712802,-84.038173,0
8515,gas_transport,80.99,M,70062,29.9912,-90.2479,68211,"Engineer, petroleum",29.279396,-90.841435,0
8516,kids_pets,38.28,F,39073,32.153,-90.1217,19685,Fine artist,32.602797,-89.609804,0
8517,food_dining,10.64,F,76678,31.6591,-96.8094,263,Barrister,32.254101,-97.166807,0
8518,home,71.21,M,22151,38.8029,-77.2116,104396,Production engineer,38.523388,-77.514993,0
8519,kids_pets,127.12,F,26339,39.4125,-80.6352,255,Chief Executive Officer,39.91928,-79.978542,0
8520,personal_care,59.46,M,72165,35.5762,-91.4539,111,Careers information officer,35.855332,-92.384338,0
8521,home,63.88,M,24433,38.4207,-79.4629,99,Dance movement psychotherapist,38.467689,-80.351309,0
8522,shopping_pos,12.61,M,41836,37.2692,-82.9161,798,Facilities manager,38.132692,-82.100877,0
8523,gas_transport,37.69,F,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),40.10966,-120.990286,0
8524,shopping_pos,6.67,M,90650,33.9056,-118.0818,105549,Firefighter,33.204188,-118.785015,0
8525,shopping_pos,6.8,M,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",28.265394,-81.72365,0
8526,grocery_pos,44.45,M,7750,40.333,-73.9809,3279,Health promotion specialist,40.129737,-73.674737,0
8527,home,134.1,F,74131,36.0557,-96.0602,413574,"Teacher, special educational needs",35.349616,-96.912793,0
8528,kids_pets,28.2,M,16421,42.1767,-79.9416,2518,Event organiser,41.178041,-80.673316,0
8529,gas_transport,55.6,F,25106,38.8265,-82.1364,642,Building services engineer,39.212097,-82.054197,0
8530,kids_pets,28.8,M,27311,36.4899,-79.4736,3402,Insurance underwriter,37.294337,-79.402355,0
8531,shopping_pos,1.59,M,96727,20.0827,-155.488,4878,Physiotherapist,19.352471,-154.938133,0
8532,shopping_pos,154.29,F,27837,35.558,-77.2566,5903,Manufacturing systems engineer,36.325497,-77.533168,0
8533,kids_pets,49.73,F,39653,31.4285,-90.8578,2799,"Therapist, horticultural",30.680651,-90.81893,0
8534,kids_pets,19.64,F,85173,33.2887,-111.0985,2872,Petroleum engineer,32.426197,-111.635252,0
8535,grocery_pos,84.03,F,82221,41.6423,-104.1974,635,Product/process development scientist,41.088113,-103.56721,0
8536,home,30.56,F,84540,38.9999,-109.615,46,"Surveyor, minerals",39.87792,-110.489665,0
8537,shopping_pos,392.83,F,15920,40.4603,-79.0097,922,Early years teacher,40.391268,-78.770484,0
8538,personal_care,61.04,M,68403,40.9207,-96.168,206,Human resources officer,39.963883,-96.00712,0
8539,grocery_pos,175.57,F,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",30.023959,-87.488662,0
8540,entertainment,38.32,M,77566,29.0393,-95.4401,28739,Futures trader,29.236941,-95.163559,0
8541,food_dining,61.62,M,70531,30.251,-92.5002,1261,Broadcast presenter,29.663462,-93.224558,0
8542,food_dining,83.67,M,12093,42.4999,-74.6117,1666,Diagnostic radiographer,42.230208,-75.565397,0
8543,kids_pets,188.72,M,7747,40.4109,-74.238,30770,Drilling engineer,39.670957,-74.164925,0
8544,shopping_pos,9.31,F,36507,30.8635,-87.7644,19090,Science writer,29.937114,-88.115595,0
8545,entertainment,49.18,F,21658,39.0026,-76.1424,3862,Maintenance engineer,38.471465,-75.405413,0
8546,gas_transport,69.74,F,43330,40.813,-83.4196,118,Private music teacher,39.862511,-82.995654,0
8547,misc_net,346.86,F,77412,29.6047,-96.5249,106,"Editor, film/video",29.941464,-97.463243,0
8548,personal_care,36.79,F,22046,38.8856,-77.1802,116155,Chartered accountant,38.27071,-76.200136,0
8549,grocery_net,83.24,F,25526,38.4257,-81.9943,21902,Sub,38.699396,-81.31036,0
8550,travel,5.59,F,12037,42.3496,-73.5873,4015,Human resources officer,42.590404,-72.821141,0
8551,misc_net,2.33,M,68961,40.201,-98.0684,732,Television/film/video producer,40.08574,-98.653281,0
8552,grocery_pos,218.68,F,20036,38.9087,-77.0414,601723,Prison officer,38.788314,-76.425934,0
8553,food_dining,44.44,F,40820,36.7558,-83.1838,581,"Psychologist, counselling",35.827202,-82.392075,0
8554,home,8.6,M,76248,32.9276,-97.2489,95035,Probation officer,32.842217,-97.200484,0
8555,misc_pos,84.99,F,25526,38.4257,-81.9943,21902,Sub,38.026482,-81.114177,0
8556,home,72.03,F,42273,37.2048,-86.8592,443,"Development worker, international aid",37.267075,-87.199434,0
8557,misc_pos,83.35,F,8324,39.224,-74.9942,526,Exercise physiologist,38.983585,-74.943674,0
8558,entertainment,223.96,M,76366,33.6751,-98.6576,2317,Chief Technology Officer,34.43119,-99.491702,0
8559,travel,25.11,F,64058,39.1412,-94.3515,123373,"Engineer, production",38.879264,-93.986388,0
8560,grocery_net,51.57,M,72165,35.5762,-91.4539,111,Careers information officer,35.004529,-90.472612,0
8561,shopping_pos,1.54,F,56549,46.9777,-96.4092,4508,Naval architect,47.507884,-95.595234,0
8562,travel,4.15,M,89512,39.5483,-119.7957,276896,Immunologist,40.042669,-120.720055,0
8563,misc_pos,8.52,F,26041,39.9148,-80.731,16183,Physiotherapist,39.615121,-80.755115,0
8564,personal_care,7.47,F,25049,38.1372,-81.5962,630,Fine artist,38.249614,-81.230977,0
8565,shopping_pos,126.23,M,82936,41.0552,-110.1603,49,Research scientist (physical sciences),40.64494,-109.701483,0
8566,health_fitness,86.19,M,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,43.616009,-85.272254,0
8567,misc_net,168.43,M,44223,41.1464,-81.5107,47772,Equities trader,41.879897,-81.922031,0
8568,home,136.1,M,10604,41.0592,-73.7395,11250,Lexicographer,41.22874,-74.461582,0
8569,health_fitness,1.1,F,5461,44.3346,-73.098,4542,Claims inspector/assessor,45.06115,-73.736259,0
8570,home,23.83,M,37132,35.8596,-86.421,158701,"Journalist, newspaper",35.601627,-87.245175,0
8571,grocery_net,42.79,F,76626,32.0758,-96.701,1563,Financial adviser,31.244164,-96.266951,0
8572,misc_net,8.81,M,12534,42.247,-73.7552,17867,Travel agency manager,41.465009,-73.9796,0
8573,kids_pets,68.04,F,80120,39.5994,-105.0044,320420,Water engineer,39.125172,-105.124736,0
8574,personal_care,285.05,M,43903,40.4731,-80.9596,2208,Mental health nurse,41.444671,-80.744447,0
8575,grocery_pos,191.64,F,78584,26.4215,-99.0025,18128,IT trainer,27.127262,-98.162416,0
8576,grocery_net,45.24,M,58769,48.3396,-102.24,229,Administrator,47.874562,-101.308271,0
8577,home,11.97,F,85086,33.8155,-112.1202,1312922,Counselling psychologist,34.749704,-112.315476,0
8578,shopping_pos,138.73,M,54559,46.4959,-90.4383,795,Television/film/video producer,45.898415,-90.448391,0
8579,shopping_net,5.32,M,54229,44.5592,-87.8235,4306,Art therapist,44.562872,-88.775832,0
8580,grocery_pos,72.09,M,73134,35.6174,-97.5583,640470,Advertising copywriter,36.334394,-98.155512,0
8581,grocery_pos,95.32,M,75980,31.1569,-94.3871,2836,"Designer, jewellery",30.734972,-93.464243,0
8582,shopping_pos,3.96,F,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",30.456723,-94.733706,0
8583,gas_transport,77.31,M,5654,44.1554,-72.4847,970,Agricultural consultant,43.221772,-71.875049,0
8584,misc_pos,2.33,F,92637,33.615,-117.7114,45303,Sales executive,32.80016,-117.406002,0
8585,personal_care,59.87,F,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",34.501727,-119.338628,0
8586,personal_care,15.45,M,53186,42.9993,-88.2196,95015,"Therapist, occupational",42.449194,-88.257699,0
8587,health_fitness,101.99,F,16839,41.0036,-78.1104,489,Pension scheme manager,41.119284,-78.957953,0
8588,misc_pos,38.98,M,15077,40.6025,-80.3863,198,Secretary/administrator,40.7737,-80.940068,0
8589,misc_pos,5.98,F,57340,43.7588,-97.8712,355,Financial adviser,43.494295,-98.4262,0
8590,shopping_net,8.82,F,33811,27.9865,-82.0139,237282,Clothing/textile technologist,28.343096,-82.359785,0
8591,misc_pos,34.42,M,47515,38.1981,-86.6821,965,Horticultural therapist,37.841435,-86.262329,0
8592,misc_net,1.62,F,82901,41.606,-109.23,27971,Music therapist,40.861902,-109.2085,0
8593,misc_net,1.77,F,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",36.096042,-81.54524,0
8594,misc_net,9.44,F,14586,43.0397,-77.6871,10256,"Teacher, primary school",43.919763,-78.155417,0
8595,food_dining,12.46,F,25442,39.3716,-77.8229,1925,Systems developer,38.612006,-76.917711,0
8596,misc_pos,6.01,F,13342,42.6315,-75.1866,165,Naval architect,42.836548,-75.870244,0
8597,grocery_pos,101.1,F,33620,28.06,-82.4079,717255,Waste management officer,27.248601,-81.894184,0
8598,grocery_pos,88.45,F,35554,33.9315,-87.6194,1186,Politician's assistant,34.824158,-86.92419,0
8599,gas_transport,76.78,F,56546,47.0999,-96.727,346,"Research officer, trade union",46.336267,-96.260352,0
8600,shopping_pos,818.7,F,36009,31.571,-86.2743,2566,Exercise physiologist,31.46633,-86.973303,0
8601,health_fitness,8.5,F,85086,33.8155,-112.1202,1312922,Counselling psychologist,34.161536,-112.873904,0
8602,misc_net,8.36,M,14733,42.1239,-79.1895,3833,Metallurgist,42.347372,-79.552279,0
8603,misc_pos,18.83,M,29455,32.8357,-79.8217,20478,Materials engineer,32.734004,-79.609217,0
8604,home,72.37,F,63131,38.6171,-90.4504,927396,Occupational hygienist,38.27146,-91.18795,0
8605,health_fitness,65.93,F,43330,40.813,-83.4196,118,Private music teacher,41.266273,-83.524645,0
8606,entertainment,5.76,M,97132,45.3099,-122.9685,28278,Research scientist (physical sciences),44.648809,-122.498577,0
8607,grocery_pos,64.78,M,29455,32.8357,-79.8217,20478,Materials engineer,33.337927,-79.119281,0
8608,grocery_net,111.58,F,44483,41.2639,-80.8164,75903,Magazine features editor,40.325784,-80.286029,0
8609,entertainment,23.65,F,21658,39.0026,-76.1424,3862,Maintenance engineer,39.045309,-75.321611,0
8610,kids_pets,75.76,F,6782,41.6611,-73.0449,2376,Herpetologist,42.108868,-72.148157,0
8611,shopping_net,1.03,F,49854,46.0062,-86.2555,6469,Trade mark attorney,46.570744,-86.785002,0
8612,misc_pos,170.51,M,44412,41.0935,-81.0425,2644,Air cabin crew,40.186455,-80.828037,0
8613,personal_care,18,F,29911,32.9413,-81.1807,1725,Social researcher,33.433254,-81.531509,0
8614,grocery_pos,82.06,F,12222,42.6853,-73.8253,151022,"Designer, textile",42.190385,-74.190291,0
8615,food_dining,33.54,F,53153,42.9385,-88.395,2328,Applications developer,42.773053,-88.579576,0
8616,grocery_net,42.98,M,64659,39.7795,-93.3014,964,Tourist information centre manager,39.71793,-93.897237,0
8617,shopping_pos,3.14,M,74875,35.8759,-96.9623,1165,"Psychotherapist, child",36.743735,-95.981507,0
8618,kids_pets,73.9,F,95453,39.047,-122.9328,11256,Podiatrist,39.809837,-123.643857,0
8619,gas_transport,35.55,F,78113,28.9814,-98.0156,2435,"Engineer, mining",28.152828,-97.144038,0
8620,home,39.61,M,47434,39.013,-86.5457,76,Social researcher,38.041157,-87.44325,0
8621,kids_pets,80.97,M,14733,42.1239,-79.1895,3833,Metallurgist,41.272319,-78.577486,0
8622,shopping_net,3.08,F,68638,41.366,-98.0054,1749,"Surveyor, mining",40.72445,-97.273492,0
8623,shopping_pos,3.17,F,26041,39.9148,-80.731,16183,Physiotherapist,39.199553,-81.312181,0
8624,kids_pets,39.04,M,38922,33.9215,-89.6782,3451,Financial trader,33.809572,-89.211758,0
8625,entertainment,84.02,M,62571,39.39,-88.9597,1532,Radio broadcast assistant,39.997575,-89.128178,0
8626,shopping_net,85.97,M,80436,39.7532,-105.6356,565,Mental health nurse,39.695728,-105.447823,0
8627,gas_transport,73.18,M,48034,42.4969,-83.2911,75830,"Engineer, automotive",43.202511,-83.933877,0
8628,misc_pos,33.02,F,44412,41.0935,-81.0425,2644,"Engineer, biomedical",41.072548,-80.519557,0
8629,personal_care,5.49,M,29209,33.9659,-80.9355,333497,Mechanical engineer,34.738537,-81.038618,0
8630,grocery_pos,67.38,M,15834,41.5177,-78.2536,4533,Public affairs consultant,41.311991,-78.814987,0
8631,grocery_pos,52.96,M,91206,34.1556,-118.2322,172817,Advertising account planner,33.725367,-119.123819,0
8632,shopping_pos,3.93,F,67851,37.9931,-100.9893,2691,Arboriculturist,38.975717,-100.822902,0
8633,health_fitness,6.99,M,46702,40.8618,-85.6067,2304,Retail banker,40.535559,-86.055329,0
8634,home,11.69,F,10970,41.1901,-74.0436,9993,Pensions consultant,41.367319,-74.09978,0
8635,misc_net,4.41,F,53801,42.9207,-91.0685,878,Risk analyst,42.93856,-91.559338,0
8636,shopping_net,324.17,F,31563,31.6489,-82.1982,1324,"Engineer, technical sales",31.756672,-82.316372,0
8637,gas_transport,75.24,M,46765,41.2249,-85.0301,5341,Biomedical engineer,40.619029,-85.203896,0
8638,misc_net,26.79,F,26041,39.9148,-80.731,16183,Physiotherapist,40.48939,-81.162529,0
8639,grocery_pos,183.73,F,19149,40.0369,-75.0664,1526206,Structural engineer,40.642295,-74.253331,0
8640,grocery_pos,168.73,M,49632,44.2529,-85.017,1126,Furniture designer,44.445375,-84.690708,0
8641,grocery_pos,96.64,M,15480,39.9961,-79.7678,1946,Charity fundraiser,39.475133,-79.868875,0
8642,gas_transport,77.9,F,98238,48.34,-122.3456,85,"Research officer, political party",49.248957,-122.906315,0
8643,shopping_pos,4.88,F,77412,29.6047,-96.5249,106,"Editor, film/video",30.103683,-96.939819,0
8644,grocery_pos,88.85,M,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",28.040064,-82.585133,0
8645,misc_pos,8.65,M,74074,36.1043,-97.0609,55345,Cabin crew,36.475664,-97.854603,0
8646,misc_net,72.07,M,79085,34.7437,-102.5064,53,Fisheries officer,33.963194,-102.641356,0
8647,entertainment,124.93,M,72165,35.5762,-91.4539,111,Careers information officer,34.964954,-90.542587,0
8648,misc_pos,5.64,F,12419,41.8467,-74.1038,722,Comptroller,41.020442,-73.769926,0
8649,shopping_net,5.2,F,75703,32.2768,-95.3031,144160,Sports development officer,32.616312,-95.131527,0
8650,travel,446.43,M,40914,37.1046,-83.5706,467,"Psychologist, forensic",36.743405,-83.956304,0
8651,shopping_pos,67.99,F,22810,38.8089,-78.7776,863,"Engineer, mining",39.327938,-78.626234,0
8652,kids_pets,94.63,F,67851,37.9931,-100.9893,2691,Arboriculturist,38.268989,-101.922354,0
8653,home,133.39,F,82072,41.4247,-105.4781,35371,"Pilot, airline",42.288,-105.530021,0
8654,grocery_pos,97.8,F,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,41.347526,-74.032184,0
8655,grocery_net,7.6,F,60958,41.0646,-87.5917,2135,"Psychotherapist, child",40.649747,-87.750369,0
8656,health_fitness,76.75,F,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",37.322123,-81.142587,0
8657,home,6.48,M,68641,41.6964,-96.9858,1063,Research scientist (maths),41.760349,-97.763889,0
8658,shopping_pos,587.23,M,40062,37.6047,-85.4251,301,"Research officer, political party",36.726541,-85.259934,0
8659,grocery_net,18.08,M,70056,29.8872,-90.0331,55581,Biomedical scientist,30.736088,-90.860192,0
8660,gas_transport,48.12,M,7750,40.333,-73.9809,3279,Health promotion specialist,41.159111,-74.778731,0
8661,kids_pets,5.3,F,82227,42.73,-104.7024,241,Educational psychologist,42.552204,-103.794155,0
8662,gas_transport,47.13,F,7711,40.2367,-74.0067,1533,"Administrator, charities/voluntary organisations",40.349593,-73.794551,0
8663,shopping_net,7.37,F,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",34.951485,-118.758944,0
8664,shopping_net,5.72,M,83120,43.0172,-111.0292,471,"Education officer, museum",43.072713,-110.201042,0
8665,shopping_pos,8.04,F,68031,41.6414,-96.5232,1745,"Engineer, automotive",41.547073,-95.595638,0
8666,grocery_pos,59.64,M,39211,32.3739,-90.1293,233060,"Horticulturist, commercial",31.598813,-90.904517,0
8667,shopping_pos,7.85,F,76626,32.0758,-96.701,1563,Financial adviser,31.690516,-97.382559,0
8668,gas_transport,51.08,M,15557,39.9373,-79.1865,3684,General practice doctor,40.919322,-78.324432,0
8669,food_dining,39.38,F,75703,32.2768,-95.3031,144160,Sports development officer,31.558447,-94.947414,0
8670,personal_care,38.08,F,2630,41.6983,-70.3001,1850,Counselling psychologist,40.979138,-70.044054,0
8671,shopping_net,7.02,M,4953,44.8393,-69.2675,3228,Lexicographer,44.533193,-68.458728,0
8672,health_fitness,76.47,F,40170,37.9048,-86.524,344,Chartered public finance accountant,37.133546,-86.163066,0
8673,gas_transport,89.03,F,68950,40.4542,-98.6538,331,Telecommunications researcher,39.81405,-99.089768,0
8674,entertainment,43.87,F,25106,38.8265,-82.1364,642,Building services engineer,38.460956,-82.18465,0
8675,health_fitness,33.04,M,51453,42.2619,-94.5566,695,Administrator,43.027337,-94.256094,0
8676,kids_pets,3.61,F,84540,38.9999,-109.615,46,"Surveyor, minerals",39.798285,-110.261677,0
8677,misc_pos,3.56,F,26292,39.1505,-79.503,836,Forensic psychologist,38.989406,-79.381202,0
8678,kids_pets,1.47,F,13755,42.0716,-75.0152,1228,"Psychotherapist, child",41.871398,-75.828449,0
8679,shopping_pos,8.86,M,7750,40.333,-73.9809,3279,Health promotion specialist,40.725665,-74.163497,0
8680,misc_pos,139.74,F,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,25.94081,-80.747035,0
8681,food_dining,14.59,F,95528,40.507,-123.9743,1139,"Therapist, occupational",39.613385,-123.484045,0
8682,shopping_pos,3.64,F,96103,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),39.317853,-120.250253,0
8683,health_fitness,73.46,M,3601,43.196,-72.3001,477,Naval architect,44.086859,-71.310258,0
8684,misc_pos,94.37,M,48088,42.5164,-82.9832,134056,"Doctor, hospital",42.066682,-83.798907,0
8685,shopping_net,276.89,F,46346,41.4802,-86.6919,1423,"Psychologist, forensic",40.867826,-86.148629,0
8686,kids_pets,54.83,M,79063,34.5444,-102.1069,686,Petroleum engineer,34.95725,-102.15522,0
8687,personal_care,2.48,M,21750,39.6991,-78.1762,3766,Press photographer,39.536332,-79.174272,0
8688,travel,5.95,M,15557,39.9373,-79.1865,3684,General practice doctor,39.217036,-78.210347,0
8689,grocery_pos,82.29,F,13647,44.6087,-74.9732,69,Chief Executive Officer,45.288729,-75.102307,0
8690,kids_pets,25.5,F,40202,38.2507,-85.7476,736284,Engineering geologist,37.521963,-86.205114,0
8691,kids_pets,38.03,F,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",37.815628,-87.938585,0
8692,home,3.42,F,14120,43.0498,-78.851,45100,Ambulance person,42.514339,-78.19976,0
8693,grocery_net,53.78,M,24927,38.388,-79.9906,365,Special effects artist,37.797658,-80.50602,0
8694,misc_net,20.73,M,54154,44.8755,-88.1555,5548,Mining engineer,44.065548,-87.279055,0
8695,food_dining,181.45,M,28423,34.3091,-78.3372,2290,"Engineer, biomedical",33.879036,-78.681472,0
8696,home,3.32,F,62262,38.9311,-89.2463,1810,Race relations officer,38.298046,-89.038694,0
8697,misc_pos,12.59,F,62262,38.9311,-89.2463,1810,Race relations officer,39.542863,-88.471264,0
8698,grocery_pos,83.1,F,14586,43.0397,-77.6871,10256,"Teacher, primary school",42.315022,-77.031869,0
8699,grocery_pos,72.33,F,36749,32.5104,-86.8138,1089,Materials engineer,33.19158,-86.200681,0
8700,home,25.2,M,45860,40.4062,-84.5076,2274,"Designer, television/film set",40.671606,-83.757884,0
8701,shopping_pos,2.31,F,75703,32.2768,-95.3031,144160,Sports development officer,32.97591,-95.999902,0
8702,gas_transport,60.85,M,70056,29.8872,-90.0331,55581,Biomedical scientist,30.164057,-90.214743,0
8703,shopping_net,8.7,M,35022,33.3224,-86.9657,71463,Radio broadcast assistant,34.258039,-87.957227,0
8704,personal_care,19.85,F,50312,41.5855,-93.6719,222785,Wellsite geologist,40.760346,-92.975517,0
8705,grocery_pos,334.34,F,62023,39.1118,-89.7855,91,Materials engineer,39.146549,-90.013188,1
